timestamp,subcarrier_0,subcarrier_1,subcarrier_2,subcarrier_3,subcarrier_4,subcarrier_5,subcarrier_6,subcarrier_7,subcarrier_8,subcarrier_9,subcarrier_10,subcarrier_11,subcarrier_12,subcarrier_13,subcarrier_14,subcarrier_15,subcarrier_16,subcarrier_17,subcarrier_18,subcarrier_19,subcarrier_20,subcarrier_21,subcarrier_22,subcarrier_23,subcarrier_24,subcarrier_25,subcarrier_26,subcarrier_27,subcarrier_28,subcarrier_29,subcarrier_30,subcarrier_31,subcarrier_32,subcarrier_33,subcarrier_34,subcarrier_35,subcarrier_36,subcarrier_37,subcarrier_38,subcarrier_39,subcarrier_40,subcarrier_41,subcarrier_42,subcarrier_43,subcarrier_44,subcarrier_45,subcarrier_46,subcarrier_47,subcarrier_48,subcarrier_49,subcarrier_50,subcarrier_51,subcarrier_52,subcarrier_53,subcarrier_54,subcarrier_55,subcarrier_56,subcarrier_57,subcarrier_58,subcarrier_59,subcarrier_60,subcarrier_61,subcarrier_62,subcarrier_63
1784538541.8057303,55.59,22.03,20.07,43.1,24.02,50.99,78.35,72.24,26.44,41.6,77.12,39.82,46.83,78.16,73.03,31.85,61.72,21.39,65.22,76.09,50.83,31.05,49.03,45.24,39.49,60.0,68.44,49.11,59.85,28.23,61.82,22.68,78.98,37.61,68.38,72.93,44.46,40.2,39.94,22.94,22.31,20.61,29.07,46.6,67.36,76.3,32.11,76.31,68.32,45.06,71.2,46.05,40.12,20.56,56.88,36.32,21.42,53.36,26.88,28.07,61.58,40.49,66.52,53.81
1784538541.816085,58.97,54.2,60.1,65.64,56.02,61.87,21.72,57.01,63.38,43.77,44.52,20.8,25.14,40.9,73.58,35.51,48.43,24.64,50.45,31.89,72.47,53.67,50.61,64.45,46.03,56.49,25.27,50.47,42.86,33.28,28.44,51.74,21.81,35.02,25.17,45.81,24.61,32.31,34.16,28.96,73.37,37.15,67.07,56.23,73.76,71.03,21.13,24.66,77.6,53.45,79.77,54.56,28.47,69.59,43.6,23.86,29.06,43.97,47.13,26.82,34.4,48.14,47.79,76.23
1784538541.8263195,47.38,36.0,33.68,53.31,59.42,44.09,43.67,43.16,30.82,64.79,20.1,71.01,23.32,76.99,43.41,68.21,58.68,71.72,50.19,45.66,58.93,33.35,59.82,40.61,30.67,40.89,69.08,66.69,69.07,70.09,51.33,56.08,70.0,22.59,70.22,42.15,31.45,50.85,69.79,24.24,57.73,44.2,78.47,58.44,59.42,60.19,40.6,50.01,64.45,76.72,74.32,29.25,61.44,61.42,46.51,72.73,46.6,68.34,76.85,67.67,64.42,55.05,37.38,79.88
1784538541.8366418,55.99,25.88,50.24,47.31,25.29,33.88,24.99,48.0,36.56,78.19,75.14,61.77,38.86,68.53,21.91,35.0,42.23,49.43,79.55,32.23,47.58,57.05,63.34,79.96,67.25,31.67,38.07,59.87,66.02,30.15,41.53,55.5,79.52,62.53,76.06,77.1,77.59,47.8,69.93,54.03,75.53,32.51,64.97,65.1,31.74,20.64,58.85,48.26,38.13,32.65,62.96,67.43,38.14,55.15,45.97,20.95,77.11,32.6,77.83,26.48,51.69,63.36,70.66,60.1
1784538541.846897,75.79,69.24,66.05,39.5,70.85,44.71,77.19,67.51,40.79,69.84,22.61,52.8,47.19,70.6,26.88,21.72,42.17,30.26,72.83,31.29,44.1,66.36,31.23,25.25,21.12,32.22,44.77,40.45,79.64,74.42,79.56,64.21,59.74,71.51,70.49,66.07,51.88,74.04,68.54,67.13,29.44,36.76,43.18,42.16,72.84,28.87,47.37,41.21,37.56,52.49,70.18,58.49,24.17,74.88,38.49,57.65,58.91,26.47,31.6,56.74,55.53,44.28,28.88,45.3
1784538541.8571773,55.38,37.73,53.69,75.3,62.31,72.06,30.85,63.29,32.45,44.44,76.36,78.3,28.47,58.21,39.01,44.38,57.2,30.84,78.81,51.82,54.73,66.71,45.02,72.18,67.65,28.76,31.83,72.44,55.64,74.79,77.92,33.82,50.74,21.86,70.87,57.1,25.74,42.64,35.01,47.79,29.03,21.62,25.64,39.69,30.48,71.52,63.79,73.69,47.14,75.64,73.42,58.88,42.52,45.32,34.52,23.39,21.88,74.42,74.76,39.3,30.08,36.82,51.38,72.67
1784538541.867494,35.31,54.07,74.24,47.55,73.31,74.02,54.0,23.42,51.59,62.22,30.01,26.23,42.27,46.73,52.98,73.78,58.86,35.44,41.88,52.08,39.78,57.2,42.13,33.55,45.71,40.44,25.3,24.44,51.58,28.98,52.89,77.85,58.03,61.78,37.59,40.88,21.05,44.61,22.08,32.06,55.75,20.41,72.51,49.11,28.36,46.21,69.19,63.05,77.04,50.57,34.75,74.09,77.59,57.58,27.97,35.49,62.74,71.48,59.62,54.36,59.53,41.93,36.61,43.84
1784538541.8777425,21.07,28.56,67.3,57.28,36.65,39.95,55.9,54.11,20.35,38.93,47.47,26.25,38.82,35.79,44.03,45.03,66.82,31.45,55.14,75.64,78.59,40.34,74.28,56.67,36.38,20.26,77.18,25.95,75.99,41.54,72.32,79.26,20.14,69.15,72.79,26.49,65.62,34.02,46.39,70.3,37.87,77.47,47.73,37.81,54.57,46.52,55.82,33.08,50.86,52.88,25.96,53.66,75.36,46.09,34.92,62.89,50.27,43.64,61.26,45.84,52.1,33.32,68.28,21.42
1784538541.888036,46.28,54.42,55.59,53.3,77.76,23.9,65.97,42.83,68.37,39.21,40.37,50.24,44.46,26.63,71.35,48.54,62.74,72.09,42.92,45.56,23.06,61.72,60.55,46.25,32.01,50.1,40.58,73.81,62.96,51.47,70.41,71.01,55.49,31.32,26.48,40.01,67.12,47.71,60.23,64.47,56.23,53.48,56.71,22.04,71.94,64.54,46.48,69.25,21.6,47.49,57.77,35.57,31.69,22.83,77.55,20.57,39.05,79.88,34.76,64.94,61.38,55.14,56.48,35.72
1784538541.8984215,40.61,43.05,59.8,60.45,28.76,41.86,33.66,40.86,64.59,74.76,69.08,43.74,71.01,47.84,67.14,70.99,22.27,54.18,47.65,24.95,22.76,60.24,78.53,51.25,78.04,23.54,58.62,67.62,34.93,44.08,58.97,66.29,28.55,36.85,52.04,29.28,27.7,72.01,23.33,59.23,32.35,61.51,76.54,39.2,43.58,28.59,53.08,55.09,44.27,20.09,56.99,21.39,32.21,70.95,40.56,59.27,64.12,60.28,33.85,55.53,30.66,66.44,53.39,20.28
1784538541.9086435,20.44,36.09,29.47,50.57,59.02,55.56,72.56,63.93,73.81,68.91,29.99,38.76,55.59,64.25,63.65,27.48,44.96,34.79,65.87,79.85,42.65,23.52,34.0,57.99,23.31,76.22,40.28,42.7,37.72,59.29,55.26,39.04,40.81,20.48,29.15,73.96,57.53,27.38,29.38,66.73,24.82,31.39,40.41,49.96,36.0,21.25,31.79,59.59,53.6,68.32,38.35,38.71,60.07,56.58,42.55,27.3,25.36,48.11,36.68,45.66,39.99,62.49,20.48,25.46
1784538541.9188926,51.51,60.89,71.87,66.87,38.86,64.87,72.69,22.46,60.28,69.09,61.03,48.67,41.5,23.96,35.0,26.61,49.79,68.25,57.73,25.88,22.48,73.23,52.93,47.33,24.42,62.62,37.93,51.25,33.18,48.23,43.23,48.48,62.26,63.28,64.9,48.42,22.88,26.46,77.02,61.01,20.73,49.45,62.95,38.56,60.69,56.86,45.38,24.91,75.29,63.84,54.36,43.62,35.64,79.98,36.28,45.2,32.59,76.12,65.71,34.69,37.94,22.99,31.27,53.34
1784538541.9291823,52.86,60.35,58.53,69.95,24.79,58.42,70.54,55.01,60.67,74.64,77.14,65.74,26.96,57.37,29.93,39.58,22.33,30.2,75.04,38.27,24.63,73.47,44.63,33.24,30.97,28.02,73.13,63.0,36.35,51.36,26.88,35.51,47.97,38.97,43.87,32.77,41.03,33.65,55.54,47.93,76.45,61.87,32.8,25.69,29.28,50.24,42.13,41.53,59.45,51.18,60.67,21.55,65.51,36.75,36.11,51.87,57.97,58.98,39.49,47.94,25.42,21.62,76.52,79.0
1784538541.9394615,36.05,29.64,75.42,37.74,60.34,75.61,52.54,44.85,52.02,62.51,77.77,71.98,41.19,43.48,57.14,31.76,40.03,64.59,20.07,44.19,32.54,73.07,28.67,59.0,64.96,38.88,22.05,49.13,79.02,34.33,30.54,76.4,78.54,39.36,27.78,46.84,70.94,45.92,45.39,68.18,55.82,53.13,36.16,34.81,78.81,25.07,51.91,38.48,32.67,67.97,68.98,49.31,78.36,52.28,77.61,47.51,53.05,26.52,23.38,44.86,48.78,57.92,78.55,61.47
1784538541.949697,46.38,22.2,47.14,71.0,56.82,20.17,72.45,57.41,68.18,27.06,77.46,39.45,33.85,60.1,48.12,36.05,48.36,28.75,23.53,54.5,34.15,50.43,73.39,65.16,73.54,44.84,53.44,32.57,57.48,29.77,23.04,66.06,79.06,32.78,70.12,44.2,26.19,79.81,25.8,78.85,79.19,57.12,34.54,61.41,46.28,38.48,50.4,49.0,45.45,59.98,57.0,55.12,37.61,37.19,20.02,27.19,72.27,46.82,48.59,51.13,62.99,30.61,65.57,27.63
1784538541.9599833,32.36,64.06,69.63,78.02,74.5,23.35,48.22,48.16,33.52,59.65,79.81,79.96,39.55,64.42,80.0,61.59,71.07,68.73,23.0,36.51,38.48,38.43,66.34,25.65,39.94,59.91,71.08,49.5,39.02,69.98,46.61,20.5,41.48,20.1,53.13,50.22,47.01,25.13,61.71,53.77,72.3,31.11,52.93,77.69,47.04,55.34,46.89,27.74,51.28,22.12,28.17,53.24,41.55,27.86,33.91,25.25,23.11,58.79,61.64,53.61,31.0,27.34,64.93,35.77
1784538541.970341,76.26,39.05,74.06,25.32,58.41,29.93,44.53,79.89,60.72,75.06,37.54,22.08,24.06,73.66,66.77,51.95,55.18,48.37,38.59,25.82,56.71,58.22,79.39,47.6,44.61,61.53,57.4,40.35,36.68,29.27,53.74,54.83,38.63,21.76,66.19,46.89,79.64,75.61,38.85,47.56,35.11,55.23,25.56,37.71,33.29,29.22,75.37,61.74,65.56,64.21,66.93,40.1,29.95,26.05,41.01,29.44,67.04,44.57,22.6,58.21,58.97,22.7,29.26,74.36
1784538541.9806445,25.68,63.7,32.83,23.99,63.54,30.52,23.04,79.03,72.54,65.75,64.05,32.14,32.81,41.47,66.95,58.99,50.29,50.71,66.96,52.73,72.02,39.87,69.6,32.35,78.9,70.87,26.79,49.78,64.25,61.09,37.59,26.43,41.84,44.67,22.6,20.0,47.57,57.25,43.9,72.62,60.8,59.18,70.21,66.46,61.53,26.81,69.06,49.07,43.27,48.83,46.72,63.64,62.82,49.81,65.51,72.8,78.03,78.48,42.52,74.16,75.05,62.0,44.97,65.24
1784538541.9909012,30.02,71.31,22.05,32.58,62.19,37.71,30.24,23.74,21.67,21.33,57.64,66.59,71.07,42.84,67.28,63.11,27.66,65.14,70.52,54.88,57.15,37.48,40.68,45.3,71.53,32.67,33.16,63.87,38.95,54.33,79.05,58.95,30.86,21.37,51.46,39.66,23.48,39.14,57.5,23.59,45.46,41.88,32.02,40.42,24.27,51.55,25.06,66.36,34.88,71.65,46.33,45.05,36.17,28.28,67.14,74.82,25.26,33.71,46.47,50.12,23.51,21.58,25.82,30.28
1784538542.0011826,36.52,43.43,28.72,27.66,24.95,26.78,33.03,51.04,54.5,52.54,54.34,71.32,67.01,72.01,62.02,64.5,36.79,32.76,40.52,45.92,24.92,33.08,33.95,29.25,45.82,43.96,65.54,66.24,71.09,20.06,41.75,71.27,47.22,26.17,20.13,60.18,36.12,63.86,24.11,51.28,69.35,42.84,50.26,28.86,57.01,72.02,37.06,45.53,56.77,67.56,22.72,67.37,60.75,44.21,69.91,62.67,62.63,30.92,21.01,42.9,63.47,36.81,23.67,56.14
1784538542.0114768,78.06,42.51,51.36,76.75,21.23,39.47,44.34,36.7,77.31,65.3,67.9,52.39,77.77,22.96,42.42,61.03,59.28,69.1,74.14,75.64,48.85,43.07,64.28,41.0,76.74,57.27,53.9,43.53,49.08,54.15,78.37,37.54,55.92,34.94,61.65,66.8,73.35,60.43,46.43,47.27,28.85,69.9,43.9,34.61,50.42,66.79,50.75,56.2,56.64,71.62,53.57,36.13,59.3,76.41,32.29,46.77,55.8,49.19,74.17,32.27,46.74,22.28,32.74,52.16
1784538542.021759,22.93,39.42,38.14,54.2,28.56,23.33,40.01,73.45,34.58,38.8,22.28,78.77,49.07,26.49,38.69,63.41,74.82,28.27,75.18,60.51,41.95,43.59,57.09,49.97,50.18,26.75,76.16,21.14,21.06,73.01,20.9,35.81,73.95,48.06,40.47,21.83,61.96,71.45,47.39,70.16,29.73,41.23,34.78,47.17,68.68,77.95,54.96,42.84,72.08,67.67,22.57,61.3,76.03,22.18,71.62,53.37,65.69,59.94,29.75,65.89,27.1,29.03,31.36,71.69
1784538542.0320275,64.14,68.03,71.38,71.85,36.36,43.3,32.01,54.26,24.36,24.39,41.71,51.44,53.71,25.33,65.45,28.12,63.21,23.81,27.39,62.48,61.96,20.05,44.94,41.78,60.73,30.3,35.98,33.19,46.77,39.54,35.5,40.48,67.06,32.92,43.91,57.45,33.36,74.75,43.72,45.33,67.95,74.59,47.23,38.53,62.13,76.37,54.89,78.76,28.09,57.12,32.54,22.3,27.65,60.53,73.81,30.62,70.31,59.14,30.73,76.94,36.29,68.13,29.91,37.87
1784538542.0423691,50.96,78.33,29.74,52.4,45.24,56.07,31.09,35.73,65.16,32.37,39.57,31.62,22.52,60.56,24.37,54.83,35.8,46.1,69.52,53.49,66.74,62.8,27.43,62.91,77.16,58.61,48.11,58.47,72.94,20.03,53.81,29.38,37.65,78.17,66.53,45.42,59.15,57.3,49.23,79.62,50.07,66.91,53.14,55.38,38.38,60.5,42.98,66.81,50.18,67.49,45.65,58.48,41.01,61.04,32.12,64.47,49.3,53.39,76.52,48.89,47.76,33.25,20.68,74.1
1784538542.05262,27.95,73.08,20.41,40.05,71.11,31.3,31.5,42.12,60.39,71.76,21.2,63.59,27.33,56.84,76.52,23.52,58.07,65.66,40.2,79.41,23.58,60.32,47.88,54.31,50.6,65.09,32.96,46.86,46.97,51.67,63.21,42.62,48.72,61.27,31.91,35.92,44.32,76.39,56.99,61.7,27.27,79.2,41.9,27.76,45.3,28.24,55.79,20.71,51.88,27.98,43.19,38.42,67.33,73.11,77.89,57.02,68.34,38.88,58.45,48.08,66.25,51.69,42.12,28.71
1784538542.0629451,27.46,29.97,39.36,77.04,61.23,20.25,40.66,69.08,73.77,59.61,71.15,39.83,21.24,41.15,47.5,60.62,69.05,48.67,44.53,49.3,30.81,69.59,45.26,70.86,27.09,68.18,45.08,22.92,48.04,26.24,29.97,44.56,28.15,32.72,31.89,59.55,54.08,71.08,76.57,49.26,37.26,57.11,68.23,37.75,77.92,27.31,36.38,63.31,49.46,35.29,61.43,38.55,25.24,38.04,64.92,57.64,63.59,76.62,75.19,30.79,43.52,40.76,47.53,60.88
1784538542.0733018,61.67,40.61,64.41,40.93,65.39,22.82,48.94,31.76,60.84,71.69,47.25,70.2,65.44,31.81,75.64,26.65,24.93,47.33,35.58,70.51,44.98,57.75,69.49,58.38,31.51,28.39,46.66,79.94,44.36,22.4,32.42,77.96,76.18,20.29,64.52,36.36,64.63,27.54,47.63,32.47,37.01,75.18,74.71,34.92,40.43,63.28,60.57,71.19,49.89,72.39,47.54,33.14,58.58,58.39,34.88,69.83,20.93,59.19,26.99,74.77,39.12,38.37,68.29,21.65
1784538542.0835595,39.14,48.48,65.55,73.95,53.37,45.3,27.79,46.17,58.66,63.88,28.94,32.56,34.52,43.78,37.73,32.71,46.44,78.79,24.59,79.7,65.79,54.59,74.21,63.04,62.97,38.34,64.47,34.56,36.16,77.07,23.69,40.89,58.3,66.46,43.59,43.66,35.39,55.92,57.9,71.28,61.56,60.77,41.06,50.27,21.52,38.23,72.23,31.64,74.91,72.08,25.51,30.1,58.87,37.92,28.0,59.97,51.28,51.65,69.78,78.83,54.59,38.59,21.15,31.19
1784538542.093842,23.85,59.96,66.09,25.92,57.93,72.56,47.79,74.27,20.77,34.24,40.89,79.31,76.59,25.86,63.26,53.92,58.38,67.57,59.9,49.83,26.44,22.32,39.26,39.24,72.67,56.08,39.43,32.5,20.25,61.13,59.84,46.24,72.67,67.43,32.73,30.81,20.3,59.31,23.35,75.52,52.66,75.62,47.45,63.49,56.13,60.72,37.16,54.37,54.03,53.54,58.5,46.29,55.23,63.76,33.69,26.34,21.52,44.76,57.5,51.02,30.48,43.3,74.47,71.15
1784538542.1041842,29.89,23.67,27.28,70.52,64.1,60.34,27.78,26.37,24.87,22.48,36.18,73.88,63.9,71.98,38.07,62.84,65.84,30.63,75.27,24.67,56.9,44.14,44.47,50.72,53.18,60.11,43.47,56.33,69.04,22.39,34.82,24.41,30.91,54.56,29.88,32.33,33.7,45.85,29.81,69.45,58.27,25.25,42.75,29.99,65.64,44.58,23.3,21.16,21.58,39.64,58.89,76.12,47.21,29.48,67.88,72.88,25.83,31.59,47.84,43.89,50.66,42.39,62.95,21.06
1784538542.114431,52.19,69.44,34.72,24.46,51.51,68.53,54.02,71.47,56.0,60.93,22.25,24.33,41.44,24.03,51.29,71.68,20.33,43.63,37.7,51.41,25.46,24.06,60.89,73.88,30.49,68.18,43.71,20.98,64.6,79.4,44.49,52.73,32.8,76.36,22.84,23.05,46.97,46.25,25.4,67.4,27.93,70.31,43.59,50.3,39.29,45.36,63.25,56.67,62.65,44.37,31.14,46.48,59.55,20.34,78.89,77.48,41.37,50.12,43.46,53.04,48.16,75.01,75.29,35.52
1784538542.1247106,44.37,31.26,49.53,70.01,56.79,72.92,44.07,39.66,31.29,54.99,37.18,45.83,44.02,71.88,28.3,39.08,47.37,54.64,34.44,77.81,29.03,62.62,43.09,51.59,49.17,41.34,56.65,20.43,64.83,57.92,75.78,48.69,60.36,20.92,68.35,39.77,67.19,21.27,35.98,64.01,30.58,29.08,25.83,58.65,24.11,47.49,40.19,70.72,71.1,31.93,49.86,33.15,43.95,60.2,78.03,33.11,68.38,67.52,69.0,36.69,65.0,40.19,35.62,24.54
1784538542.13494,38.16,62.99,27.58,52.52,61.44,43.6,78.07,21.77,51.04,68.2,72.41,56.74,77.92,45.72,67.54,21.92,24.9,37.35,45.3,56.91,50.29,27.51,38.38,41.52,58.25,39.22,22.76,27.02,79.29,32.34,54.04,72.91,79.38,62.32,57.58,70.51,60.21,30.97,78.03,26.86,78.71,76.1,26.72,61.78,27.8,44.1,49.92,26.71,31.18,71.6,68.87,46.99,49.38,23.77,27.51,27.09,39.68,53.72,31.01,76.97,58.41,62.95,30.6,61.15
1784538542.1451952,78.14,45.68,78.57,23.64,43.1,70.49,39.76,51.51,24.2,73.25,67.4,59.67,65.36,59.96,46.57,49.4,27.42,46.56,50.03,39.99,74.41,26.24,71.07,77.92,40.34,47.03,27.73,31.84,56.31,20.4,63.1,34.37,36.58,54.21,20.06,22.75,50.75,29.75,62.12,76.62,40.24,24.6,30.73,20.35,32.16,68.01,60.4,29.49,35.68,51.23,37.6,79.68,63.79,32.98,78.56,79.31,20.67,78.41,59.08,72.89,60.47,26.43,33.98,64.06
1784538542.1554675,52.6,23.47,24.41,35.29,27.41,24.24,39.71,69.23,28.47,66.14,73.45,39.99,65.56,41.22,45.23,79.71,77.01,22.25,37.3,56.14,22.78,35.98,47.05,47.11,42.88,62.56,58.55,73.97,73.63,50.29,24.52,42.84,44.38,24.96,69.91,76.98,21.54,40.53,25.14,35.0,37.9,53.59,54.42,67.1,76.49,58.54,63.99,26.12,57.21,55.43,33.46,61.39,50.69,38.78,71.59,71.68,64.67,39.17,64.17,58.83,66.49,32.24,40.6,68.64
1784538542.1657126,72.72,20.84,38.84,71.36,58.94,67.57,23.2,43.71,49.91,46.49,37.91,72.05,61.53,67.64,75.32,26.77,64.19,78.62,78.8,64.98,25.35,49.61,21.88,54.27,63.6,54.27,63.91,56.85,31.88,42.13,21.82,78.28,55.89,57.04,61.19,49.0,63.82,42.03,42.42,31.48,69.13,39.29,41.47,22.65,55.66,53.14,74.11,23.81,77.72,40.44,69.21,30.69,20.99,30.36,62.53,76.79,70.43,69.99,38.22,70.86,27.18,33.64,50.04,61.97
1784538542.1759899,24.25,67.8,52.09,36.98,26.8,41.1,41.0,76.53,46.99,48.71,60.69,62.9,60.6,53.23,45.0,34.81,79.6,56.65,68.99,22.56,37.21,25.27,27.78,21.23,29.72,69.39,59.79,63.96,43.0,63.31,21.48,42.25,79.23,72.21,37.22,36.06,26.16,57.44,51.13,39.78,44.43,26.76,31.29,45.65,67.38,26.2,59.05,72.41,22.96,56.46,38.74,34.24,68.46,32.74,39.83,29.27,55.23,27.72,54.9,51.94,32.81,57.22,32.03,77.13
1784538542.1862957,61.63,66.65,78.94,53.14,63.8,46.75,40.9,51.55,66.7,50.68,30.19,76.89,22.63,49.45,72.67,76.67,67.55,67.88,49.58,30.96,46.78,76.74,79.11,40.44,76.8,21.36,79.36,52.24,53.5,33.72,71.08,27.0,68.89,54.59,37.99,20.93,25.81,29.82,77.93,49.5,29.38,77.09,55.57,46.96,39.21,53.63,47.06,31.73,58.91,22.61,24.95,20.31,62.38,21.74,53.34,24.51,46.81,58.15,37.7,60.08,78.68,67.35,36.06,51.35
